IncidentID,IncidentDate,ReportDate,Location,Department,IncidentType,Designator,Severity,Status,ReportedBy,AssignedTo,Witnesses,PoliceNotified,PoliceReportNumber,PropertyDamage,EstimatedCost,InjuryOccurred,VideoEvidence,FollowUpRequired,ResolutionNotes,Narrative
INC-010108,2025-08-13 16:14,2025-08-14 19:14,Cafeteria,Finance,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Open,Employee_4751,Security_13,5,True,,False,100,False,False,True,Investigation complete,Concerning behavior observed in lobby. Person asking detailed questions about security systems.
INC-010109,2025-07-28 16:14,2025-07-29 18:14,Server Room,Security,SAFETY_HAZARD,SAFETY,Medium,Open,Employee_2646,Security_5,4,False,,False,0,True,True,False,Investigation complete,"Electrical hazard discovered in building A. Power shut off, electrician notified."
INC-010110,2025-03-27 16:14,2025-03-28 10:14,Executive Suite,IT,VANDALISM,VANDALISM,Low,Resolved,Employee_7322,Security_4,3,True,,True,500,False,True,False,Investigation complete,Bathroom vandalized on floor 3. Multiple fixtures damaged. Cleanup and repairs needed.
INC-010111,2025-06-01 16:14,2025-06-02 05:14,Main Office,IT,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_9209,Pending,5,False,,True,0,False,False,True,Investigation complete,Drone spotted flying near building perimeter. Activity reported to authorities.
INC-010112,2025-06-13 16:14,2025-06-13 19:14,Lobby,HR,VANDALISM,VANDALISM,Medium,Open,Employee_8428,Security_20,2,True,,True,100,False,False,False,Investigation complete,Vandalism to company vehicle in parking lot. Scratches and dents observed. Damage estimated at $250.
INC-010113,2025-03-08 16:14,2025-03-09 09:14,Retail Store,HR,POLICY_VIOLATION,POLICY,Medium,Open,Employee_9128,Pending,0,False,PR-274987,False,0,False,True,True,,Dress code violation observed at customer-facing location. Employee sent home to change.
INC-010114,2025-09-25 16:14,2025-09-27 03:14,Loading Dock,Manufacturing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Closed,Employee_5067,Pending,2,True,,True,0,False,True,True,Investigation complete,Suspicious individual loitering near loading dock for 24 minutes. Security monitored.
INC-010115,2025-02-22 16:14,2025-02-22 16:14,Conference Room,Operations,FRAUD,FRAUD,Critical,Closed,Employee_4974,Pending,4,False,PR-913575,True,5000,False,True,True,,Falsified inspection reports discovered. Quality control documents forged.
INC-010116,2025-05-09 16:14,2025-05-09 22:14,Lobby,Facilities,UNAUTHORIZED_ACCESS,ACCESS,Medium,Resolved,Employee_9061,Security_2,5,False,,True,5000,False,False,False,,Employee used badge to access unauthorized floor 7. Supervisor notified.
INC-010117,2025-03-05 16:14,2025-03-07 10:14,Parking Lot,Operations,SAFETY_HAZARD,SAFETY,High,Closed,Employee_6161,Pending,2,False,,True,100,True,True,True,,"Electrical hazard discovered in building C. Power shut off, electrician notified."
INC-010118,2025-08-13 16:14,2025-08-13 21:14,Parking Lot,Sales,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Under Investigation,Employee_6370,Security_5,5,True,PR-515492,True,500,False,True,True,Investigation complete,Suspicious vehicle circling parking lot 64 times. License plate recorded.
INC-010119,2025-06-22 16:14,2025-06-23 00:14,Lobby,Manufacturing,CYBER_SECURITY,CYBER,Critical,Open,Employee_5240,Security_3,0,True,PR-564971,True,0,False,False,True,,Data breach suspected - unusual file access patterns detected. Investigation ongoing.
INC-010120,2025-04-15 16:14,2025-04-16 05:14,Parking Lot,Sales,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Resolved,Employee_3435,Security_2,5,False,,False,0,False,False,False,,Concerning behavior observed in lobby. Person asking detailed questions about security systems.
INC-010121,2024-12-28 16:14,2024-12-30 00:14,Conference Room,Manufacturing,VANDALISM,VANDALISM,Medium,Under Investigation,Employee_1427,Security_11,0,False,,False,5000,False,True,True,,Property damage to break room. Tables and chairs overturned and damaged.
INC-010122,2025-06-14 16:14,2025-06-16 05:14,Conference Room,Marketing,SAFETY_HAZARD,SAFETY,Critical,Open,Employee_6761,Security_19,4,True,PR-949767,False,100,False,True,True,,"Gas leak detected near building A. Area cordoned off, gas company called."
INC-010123,2025-05-01 16:14,2025-05-01 19:14,Main Office,Finance,WORKPLACE_VIOLENCE,VIOLENCE,High,Open,Employee_9622,Security_12,2,False,,False,0,True,True,False,Investigation complete,Physical altercation between two employees in break room. Both parties separated by security.
INC-010124,2025-07-16 16:14,2025-07-17 16:14,Break Room,Sales,MEDICAL_EMERGENCY,MEDICAL,High,Under Investigation,Employee_1029,Pending,4,True,,False,5000,True,True,False,,Severe headache and dizziness reported by employee. Supervisor drove to urgent care.
INC-010125,2025-06-28 16:14,2025-06-29 07:14,Cafeteria,HR,SAFETY_HAZARD,SAFETY,High,Closed,Employee_2770,Security_1,3,False,PR-274418,False,0,False,False,False,,"Fire alarm triggered by smoke in kitchen area. Building evacuated, all clear given."
INC-010126,2025-08-21 16:14,2025-08-21 20:14,Conference Room,Finance,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Under Investigation,Employee_2228,Security_18,2,False,PR-552275,True,1000,False,True,True,,"Suspicious package left unattended in hallway floor 1. Bomb squad called, package cleared."
INC-010127,2025-09-18 16:14,2025-09-19 17:14,Server Room,Facilities,VANDALISM,VANDALISM,Medium,Under Investigation,Employee_1893,Security_12,3,True,,False,0,False,True,True,,Property damage to break room. Tables and chairs overturned and damaged.
INC-010128,2025-08-28 16:14,2025-08-30 09:14,Retail Store,Manufacturing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Closed,Employee_7249,Security_12,3,True,,False,0,False,False,True,,Tailgating incident at main entrance. Visitor followed employee without badging in.
INC-010129,2025-03-29 16:14,2025-03-31 01:14,Laboratory,Facilities,SAFETY_HAZARD,SAFETY,Critical,Resolved,Employee_4860,Pending,0,False,PR-849003,True,5000,True,True,False,,"Electrical hazard discovered in building B. Power shut off, electrician notified."
INC-010130,2024-11-26 16:14,2024-11-27 01:14,Server Room,Sales,FRAUD,FRAUD,Critical,Open,Employee_2425,Pending,4,False,PR-644932,False,0,False,False,True,,Identity fraud attempt - fake credentials used to apply for position.
INC-010131,2025-03-17 16:14,2025-03-18 08:14,Laboratory,Security,THEFT,THEFT,High,Open,Employee_3821,Pending,1,False,,False,0,False,False,False,Investigation complete,Theft of keyboard from storage room B-12. Item valued at $250. Police report filed.
INC-010132,2025-05-13 16:14,2025-05-15 15:14,Manufacturing Floor,Marketing,THEFT,THEFT,High,Resolved,Employee_2462,Pending,1,False,PR-896386,False,5000,False,True,True,,Employee's personal phone taken from locker in break room. Item worth $5000.
INC-010133,2025-09-18 16:14,2025-09-19 15:14,Cafeteria,Operations,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_8605,Pending,5,True,,True,0,False,False,True,Investigation complete,Concerning behavior observed in lobby. Person asking detailed questions about security systems.
INC-010134,2025-09-18 16:14,2025-09-19 02:14,Server Room,Operations,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Under Investigation,Employee_4387,Pending,4,True,PR-904858,True,0,False,True,True,Investigation complete,Drone spotted flying near building perimeter. Activity reported to authorities.
INC-010135,2025-04-18 16:14,2025-04-19 21:14,Break Room,Operations,THEFT,THEFT,High,Closed,Employee_9530,Pending,4,True,,False,5000,False,False,False,Investigation complete,Employee's personal equipment taken from locker in break room. Item worth $1000.
INC-010136,2025-07-09 16:14,2025-07-10 01:14,Retail Store,Operations,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Resolved,Employee_6236,Security_5,5,False,PR-372028,False,0,False,True,True,,Drone spotted flying near building perimeter. Activity reported to authorities.
INC-010137,2025-02-14 16:14,2025-02-15 00:14,Cafeteria,Sales,SAFETY_HAZARD,SAFETY,Critical,Under Investigation,Employee_6499,Security_3,2,True,PR-422002,False,500,False,False,False,,"Water leak from ceiling creating electrical hazard. Power shut off, repairs underway."
INC-010138,2025-09-16 16:14,2025-09-17 01:14,Parking Lot,Operations,THEFT,THEFT,High,Resolved,Employee_8496,Pending,5,True,PR-611265,False,100,False,False,True,,Employee reported laptop stolen from desk in building B. Value approximately $250. Security cameras reviewed.
INC-010139,2025-03-08 16:14,2025-03-09 17:14,Laboratory,Security,UNAUTHORIZED_ACCESS,ACCESS,High,Open,Employee_1618,Security_18,5,False,PR-437864,True,0,False,True,True,,Attempted access to server room without proper credentials. Access denied and logged.
INC-010140,2025-05-18 16:14,2025-05-19 21:14,Cafeteria,Facilities,CYBER_SECURITY,CYBER,Critical,Resolved,Employee_3192,Pending,2,True,,False,0,False,True,True,,Employee fell for phishing scam and provided credentials. Password reset forced.
INC-010141,2025-01-13 16:14,2025-01-15 07:14,Main Office,Legal,THEFT,THEFT,Medium,Open,Employee_1323,Security_2,3,False,,False,0,False,True,True,Investigation complete,Missing equipment discovered during inventory check. Last seen 29 days ago. Estimated value $100.
INC-010142,2025-08-21 16:14,2025-08-23 00:14,Cafeteria,Legal,WORKPLACE_VIOLENCE,VIOLENCE,High,Closed,Employee_2867,Pending,1,True,PR-971889,True,0,False,False,True,,Employee made threatening statements toward supervisor. HR and security notified.
INC-010143,2024-12-24 16:14,2024-12-26 10:14,Manufacturing Floor,Finance,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Open,Employee_2659,Security_9,3,False,,True,0,False,True,True,Investigation complete,"Suspicious package left unattended in hallway floor 2. Bomb squad called, package cleared."
INC-010144,2024-11-16 16:14,2024-11-17 02:14,Conference Room,Marketing,UNAUTHORIZED_ACCESS,ACCESS,High,Closed,Employee_2522,Pending,1,True,,False,0,False,False,False,Investigation complete,Door to restricted area A-105 found propped open. Area secured by security team.
INC-010145,2025-02-08 16:14,2025-02-10 04:14,Executive Suite,Security,WORKPLACE_VIOLENCE,VIOLENCE,High,Resolved,Employee_6875,Security_20,5,True,,False,0,False,False,True,,"Customer became aggressive with staff member. Security intervened, police called."
INC-010146,2025-03-06 16:14,2025-03-08 10:14,Cafeteria,Operations,SAFETY_HAZARD,SAFETY,High,Closed,Employee_7305,Security_5,0,True,,False,100,True,False,False,,Chemical spill in laboratory A-105. Area evacuated and hazmat team called.
INC-010147,2025-02-20 16:14,2025-02-21 20:14,Loading Dock,Legal,MEDICAL_EMERGENCY,MEDICAL,Critical,Open,Employee_9166,Pending,0,False,PR-118632,True,0,True,True,True,Investigation complete,"Employee experiencing chest pain in office B-12. Ambulance called, transported to hospital."
INC-010148,2025-06-21 16:14,2025-06-22 21:14,Conference Room,Facilities,MEDICAL_EMERGENCY,MEDICAL,Critical,Closed,Employee_8414,Security_4,5,True,,False,500,False,True,True,Investigation complete,"Employee fainted in conference room during meeting. Paramedics arrived, vitals stable."
INC-010149,2025-02-21 16:14,2025-02-22 04:14,Cafeteria,Marketing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Resolved,Employee_1761,Security_19,3,False,,True,0,False,True,False,Investigation complete,Suspicious vehicle circling parking lot 55 times. License plate recorded.
INC-010150,2024-12-07 16:14,2024-12-08 12:14,Retail Store,Manufacturing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Under Investigation,Employee_5482,Pending,2,False,PR-244892,False,5000,False,False,False,Investigation complete,Concerning behavior observed in lobby. Person asking detailed questions about security systems.
INC-010151,2024-11-15 16:14,2024-11-16 03:14,Retail Store,Facilities,CYBER_SECURITY,CYBER,Critical,Open,Employee_6771,Pending,4,False,,False,1000,False,True,True,,Data breach suspected - unusual file access patterns detected. Investigation ongoing.
INC-010152,2025-09-12 16:14,2025-09-14 12:14,Loading Dock,Sales,THEFT,THEFT,Medium,Open,Employee_6876,Security_15,4,True,PR-688534,False,0,False,False,True,Investigation complete,Employee reported laptop stolen from desk in building D. Value approximately $500. Security cameras reviewed.
INC-010153,2025-06-20 16:14,2025-06-22 08:14,Cafeteria,Marketing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Under Investigation,Employee_5819,Security_15,5,True,,True,0,False,False,True,,Door to restricted area 101 found propped open. Area secured by security team.
INC-010154,2025-07-26 16:14,2025-07-26 18:14,Parking Lot,Marketing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Closed,Employee_9037,Pending,0,False,,True,5000,False,True,False,Investigation complete,Concerning behavior observed in lobby. Person asking detailed questions about security systems.
INC-010155,2024-12-01 16:14,2024-12-03 01:14,Manufacturing Floor,Facilities,UNAUTHORIZED_ACCESS,ACCESS,Medium,Open,Employee_6668,Security_15,5,True,PR-815706,False,0,False,True,False,,Door to restricted area 205 found propped open. Area secured by security team.
INC-010156,2025-07-07 16:14,2025-07-08 12:14,Retail Store,HR,SAFETY_HAZARD,SAFETY,Medium,Under Investigation,Employee_9814,Security_18,5,True,,True,1000,True,True,False,Investigation complete,Chemical spill in laboratory B-12. Area evacuated and hazmat team called.
INC-010157,2025-07-14 16:14,2025-07-15 08:14,Retail Store,HR,CYBER_SECURITY,CYBER,High,Closed,Employee_7678,Pending,5,False,,True,0,False,True,True,Investigation complete,Suspicious login attempts from foreign IP address. Account locked for security.
INC-010158,2025-08-30 16:14,2025-08-31 10:14,Loading Dock,Security,WORKPLACE_VIOLENCE,VIOLENCE,Critical,Resolved,Employee_1504,Security_16,4,True,,False,5000,False,True,False,Investigation complete,Physical altercation between two employees in break room. Both parties separated by security.
INC-010159,2024-12-12 16:14,2024-12-13 17:14,Retail Store,Facilities,CYBER_SECURITY,CYBER,High,Closed,Employee_4441,Security_12,3,True,,True,500,False,True,True,,Ransomware attack blocked by security systems. IT team monitoring network.
INC-010160,2025-08-24 16:14,2025-08-25 04:14,Cafeteria,Legal,POLICY_VIOLATION,POLICY,Medium,Closed,Employee_6851,Security_5,0,False,,True,0,False,False,False,Investigation complete,Employee found smoking in prohibited area near building entrance. Written warning issued.
INC-010161,2025-06-22 16:14,2025-06-24 13:14,Cafeteria,Manufacturing,UNAUTHORIZED_ACCESS,ACCESS,High,Closed,Employee_3200,Pending,3,False,,False,0,False,True,True,Investigation complete,Attempted access to server room without proper credentials. Access denied and logged.
INC-010162,2025-01-27 16:14,2025-01-29 08:14,Main Office,Legal,THEFT,THEFT,High,Under Investigation,Employee_1600,Pending,4,False,,True,0,False,True,False,,Employee's personal phone taken from locker in break room. Item worth $1000.
INC-010163,2025-07-21 16:14,2025-07-23 16:14,Retail Store,Finance,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Under Investigation,Employee_3935,Security_19,5,False,PR-142383,True,100,False,True,False,,Unusual activity reported in parking lot late at night. Individual taking photos of building.
INC-010164,2025-08-22 16:14,2025-08-24 13:14,Retail Store,Sales,THEFT,THEFT,High,Under Investigation,Employee_7171,Pending,4,True,,False,100,False,False,False,Investigation complete,Break-in at warehouse North Wing. Multiple laptops stolen. Total loss approximately $5000.
INC-010165,2024-11-18 16:14,2024-11-19 09:14,Lobby,Finance,UNAUTHORIZED_ACCESS,ACCESS,Medium,Under Investigation,Employee_6934,Security_20,5,True,,False,1000,False,False,False,,Former employee attempted building access. Badge already deactivated. Entry denied.
INC-010166,2024-11-25 16:14,2024-11-27 00:14,Main Office,Legal,VANDALISM,VANDALISM,Low,Open,Employee_3725,Security_9,4,False,,True,500,False,True,True,,Fire extinguisher discharged in hallway on floor 1. Area covered in powder. Cleanup required.
INC-010167,2025-07-12 16:14,2025-07-14 07:14,Executive Suite,Facilities,FRAUD,FRAUD,Critical,Under Investigation,Employee_6614,Security_15,1,False,,True,0,False,False,True,Investigation complete,Embezzlement scheme uncovered in accounting department. Amount $2000 misappropriated.
INC-010168,2024-10-31 16:14,2024-11-02 09:14,Laboratory,Facilities,VANDALISM,VANDALISM,Medium,Closed,Employee_1711,Pending,1,False,PR-499755,False,5000,False,True,False,,Graffiti found on exterior wall of building B. Maintenance notified for cleanup.
INC-010169,2025-10-10 16:14,2025-10-12 04:14,Retail Store,HR,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Resolved,Employee_4365,Pending,2,True,,False,0,False,False,False,Investigation complete,"Suspicious package left unattended in hallway floor 5. Bomb squad called, package cleared."
INC-010170,2025-02-08 16:14,2025-02-09 08:14,Break Room,Legal,FRAUD,FRAUD,Critical,Resolved,Employee_3262,Security_4,3,True,,False,5000,False,True,True,,Falsified inspection reports discovered. Quality control documents forged.
INC-010171,2025-04-07 16:14,2025-04-07 21:14,Server Room,IT,WORKPLACE_VIOLENCE,VIOLENCE,Critical,Resolved,Employee_9536,Security_10,1,False,,True,5000,False,True,True,Investigation complete,Verbal threat made by employee during meeting. Threatening individual escorted off premises.
INC-010172,2025-08-30 16:14,2025-08-31 09:14,Loading Dock,Manufacturing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Resolved,Employee_7642,Security_19,4,True,PR-171950,True,5000,False,False,False,Investigation complete,"Suspicious package left unattended in hallway floor 1. Bomb squad called, package cleared."
INC-010173,2025-08-20 16:14,2025-08-22 03:14,Warehouse,Facilities,UNAUTHORIZED_ACCESS,ACCESS,High,Closed,Employee_2917,Pending,4,False,,False,100,False,False,False,Investigation complete,Employee used badge to access unauthorized floor 5. Supervisor notified.
INC-010174,2024-10-19 16:14,2024-10-20 06:14,Loading Dock,Marketing,CYBER_SECURITY,CYBER,Critical,Closed,Employee_9462,Security_18,5,False,,True,0,False,False,True,Investigation complete,Phishing email reported by employee. IT security team investigating sender.
INC-010175,2025-07-03 16:14,2025-07-04 07:14,Cafeteria,Operations,VANDALISM,VANDALISM,Medium,Under Investigation,Employee_4755,Security_7,4,False,,True,0,False,True,False,Investigation complete,Elevator buttons smashed in building North Wing. Repair estimated at $1000.
INC-010176,2025-05-26 16:14,2025-05-27 23:14,Parking Lot,Facilities,SAFETY_HAZARD,SAFETY,High,Resolved,Employee_4638,Security_19,0,False,,True,1000,True,False,True,Investigation complete,Chemical spill in laboratory 312. Area evacuated and hazmat team called.
INC-010177,2024-12-04 16:14,2024-12-05 08:14,Parking Lot,Facilities,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Under Investigation,Employee_5413,Pending,2,True,,True,0,False,False,False,Investigation complete,Suspicious individual loitering near loading dock for 46 minutes. Security monitored.
INC-010178,2025-06-15 16:14,2025-06-17 03:14,Laboratory,Manufacturing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Under Investigation,Employee_3450,Security_16,1,False,,False,500,False,False,True,,Attempted access to server room without proper credentials. Access denied and logged.
INC-010179,2025-04-12 16:14,2025-04-13 15:14,Retail Store,Facilities,SAFETY_HAZARD,SAFETY,High,Closed,Employee_1324,Security_14,2,True,,True,500,False,False,False,Investigation complete,Chemical spill in laboratory 312. Area evacuated and hazmat team called.
INC-010180,2025-04-24 16:14,2025-04-25 18:14,Executive Suite,Legal,UNAUTHORIZED_ACCESS,ACCESS,High,Open,Employee_2296,Pending,1,False,,False,5000,False,False,False,Investigation complete,Tailgating incident at main entrance. Visitor followed employee without badging in.
INC-010181,2025-06-07 16:14,2025-06-09 15:14,Cafeteria,HR,POLICY_VIOLATION,POLICY,Low,Under Investigation,Employee_7505,Security_4,0,False,,True,5000,False,True,True,,Company vehicle used for unauthorized personal use. Fleet policy violation logged.
INC-010182,2025-01-17 16:14,2025-01-18 02:14,Main Office,IT,VANDALISM,VANDALISM,Medium,Closed,Employee_8801,Pending,4,False,,True,1000,False,False,False,Investigation complete,Fire extinguisher discharged in hallway on floor 2. Area covered in powder. Cleanup required.
INC-010183,2025-10-08 16:14,2025-10-08 16:14,Retail Store,Finance,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_8687,Security_18,5,False,PR-600241,False,0,False,False,False,Investigation complete,"Suspicious package left unattended in hallway floor 3. Bomb squad called, package cleared."
INC-010184,2024-11-17 16:14,2024-11-18 16:14,Laboratory,Operations,POLICY_VIOLATION,POLICY,Medium,Open,Employee_7917,Pending,2,False,,True,0,False,False,True,Investigation complete,Company vehicle used for unauthorized personal use. Fleet policy violation logged.
INC-010185,2025-07-10 16:14,2025-07-10 22:14,Break Room,Sales,WORKPLACE_VIOLENCE,VIOLENCE,High,Resolved,Employee_1134,Security_8,1,True,,False,0,False,False,False,Investigation complete,Employee made threatening statements toward supervisor. HR and security notified.
INC-010186,2025-07-07 16:14,2025-07-08 08:14,Laboratory,IT,THEFT,THEFT,Medium,Under Investigation,Employee_7304,Security_15,5,True,,True,100,False,False,False,Investigation complete,Theft of phone from storage room 101. Item valued at $2000. Police report filed.
INC-010187,2025-02-09 16:14,2025-02-11 08:14,Break Room,Operations,UNAUTHORIZED_ACCESS,ACCESS,High,Open,Employee_4568,Security_4,5,False,,True,5000,False,True,False,Investigation complete,Door to restricted area A-105 found propped open. Area secured by security team.
INC-010188,2025-07-25 16:14,2025-07-26 23:14,Warehouse,Legal,THEFT,THEFT,High,Open,Employee_1979,Security_12,5,True,,True,0,False,False,False,Investigation complete,Employee reported laptop stolen from desk in building Main Campus. Value approximately $500. Security cameras reviewed.
INC-010189,2025-05-16 16:14,2025-05-18 02:14,Cafeteria,Security,THEFT,THEFT,Medium,Under Investigation,Employee_9906,Pending,5,False,,True,0,False,True,False,,Vehicle burglary in parking lot. laptop stolen from unlocked car. Value $1000.
INC-010190,2025-04-10 16:14,2025-04-12 07:14,Lobby,Marketing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Resolved,Employee_4110,Pending,4,True,,False,0,False,False,True,,Door to restricted area 101 found propped open. Area secured by security team.
INC-010191,2025-08-24 16:14,2025-08-24 18:14,Server Room,Manufacturing,SAFETY_HAZARD,SAFETY,Critical,Resolved,Employee_9615,Pending,0,False,,True,0,True,False,True,,Chemical spill in laboratory 205. Area evacuated and hazmat team called.
INC-010192,2025-09-07 16:14,2025-09-08 11:14,Warehouse,Operations,WORKPLACE_VIOLENCE,VIOLENCE,High,Open,Employee_4784,Pending,1,True,,True,100,False,True,False,Investigation complete,Domestic dispute spilled into workplace. Restraining order holder attempted to contact employee.
INC-010193,2024-11-11 16:14,2024-11-12 02:14,Retail Store,Legal,SAFETY_HAZARD,SAFETY,High,Closed,Employee_6163,Pending,2,False,PR-551504,False,5000,True,False,False,,Malfunctioning elevator trapped 4 people for 69 minutes. Fire department responded.
INC-010194,2025-05-12 16:14,2025-05-12 16:14,Break Room,Operations,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Closed,Employee_1355,Security_9,0,True,,True,0,False,False,True,,Suspicious vehicle circling parking lot 71 times. License plate recorded.
INC-010195,2025-02-06 16:14,2025-02-08 12:14,Cafeteria,Legal,POLICY_VIOLATION,POLICY,Low,Closed,Employee_1612,Pending,0,True,PR-450632,False,1000,False,False,True,Investigation complete,Visitor policy violated - guest not signed in at reception. Host employee counseled.
INC-010196,2025-04-29 16:14,2025-05-01 00:14,Cafeteria,Operations,VANDALISM,VANDALISM,Low,Open,Employee_7436,Security_15,1,False,,False,0,False,False,True,,Graffiti found on exterior wall of building South Wing. Maintenance notified for cleanup.
INC-010197,2024-12-31 16:14,2025-01-01 04:14,Manufacturing Floor,Manufacturing,SAFETY_HAZARD,SAFETY,Critical,Under Investigation,Employee_9589,Security_8,0,False,PR-439121,True,0,False,False,False,,Malfunctioning elevator trapped 5 people for 22 minutes. Fire department responded.
INC-010198,2025-06-16 16:14,2025-06-17 04:14,Executive Suite,Marketing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Open,Employee_2841,Security_2,4,True,PR-959972,False,0,False,True,False,,Unauthorized person found in restricted area E. Individual escorted out by security.
INC-010199,2025-08-02 16:14,2025-08-04 12:14,Cafeteria,IT,THEFT,THEFT,High,Open,Employee_5185,Security_6,2,True,PR-747983,False,0,False,True,True,,Break-in at warehouse D. Multiple wallets stolen. Total loss approximately $1000.
INC-010200,2025-08-24 16:14,2025-08-25 12:14,Manufacturing Floor,Legal,UNAUTHORIZED_ACCESS,ACCESS,Medium,Under Investigation,Employee_4258,Pending,4,True,,False,0,False,False,True,,Door to restricted area 101 found propped open. Area secured by security team.
INC-010201,2025-09-28 16:14,2025-09-30 03:14,Break Room,Operations,SAFETY_HAZARD,SAFETY,Medium,Closed,Employee_7436,Security_5,5,False,,True,0,True,False,False,Investigation complete,Broken stairway railing on floor 5 poses fall risk. Maintenance repairing immediately.
INC-010202,2025-03-07 16:14,2025-03-08 01:14,Executive Suite,Legal,UNAUTHORIZED_ACCESS,ACCESS,Medium,Closed,Employee_2111,Security_18,1,False,PR-252591,True,1000,False,False,False,,Attempted access to server room without proper credentials. Access denied and logged.
INC-010203,2025-05-30 16:14,2025-06-01 06:14,Server Room,Legal,CYBER_SECURITY,CYBER,High,Under Investigation,Employee_4783,Pending,0,False,,False,500,False,True,False,,Employee fell for phishing scam and provided credentials. Password reset forced.
INC-010204,2024-11-04 16:14,2024-11-05 04:14,Loading Dock,Operations,THEFT,THEFT,Medium,Under Investigation,Employee_8197,Pending,5,False,PR-358771,False,0,False,True,False,Investigation complete,Break-in at warehouse D. Multiple keyboards stolen. Total loss approximately $100.
INC-010205,2025-09-23 16:14,2025-09-25 03:14,Laboratory,Facilities,UNAUTHORIZED_ACCESS,ACCESS,Medium,Under Investigation,Employee_5770,Pending,2,False,,False,0,False,True,True,,Unauthorized person found in restricted area B. Individual escorted out by security.
INC-010206,2025-10-01 16:14,2025-10-02 03:14,Manufacturing Floor,Legal,WORKPLACE_VIOLENCE,VIOLENCE,High,Resolved,Employee_2477,Pending,5,True,PR-229545,True,0,False,False,True,Investigation complete,Verbal threat made by employee during meeting. Threatening individual escorted off premises.
INC-010207,2024-11-10 16:14,2024-11-11 01:14,Parking Lot,Finance,UNAUTHORIZED_ACCESS,ACCESS,Medium,Open,Employee_7874,Pending,5,False,,True,0,False,True,True,,Attempted access to server room without proper credentials. Access denied and logged.
INC-010208,2025-02-03 16:14,2025-02-04 07:14,Lobby,Legal,SAFETY_HAZARD,SAFETY,Critical,Resolved,Employee_8434,Pending,0,True,,False,5000,True,True,True,,Chemical spill in laboratory 425. Area evacuated and hazmat team called.
INC-010209,2025-08-19 16:14,2025-08-20 18:14,Parking Lot,Finance,SAFETY_HAZARD,SAFETY,Critical,Closed,Employee_3906,Pending,0,True,PR-438503,False,0,False,True,False,,Chemical spill in laboratory 101. Area evacuated and hazmat team called.
INC-010210,2024-12-25 16:14,2024-12-27 14:14,Executive Suite,Facilities,THEFT,THEFT,Medium,Resolved,Employee_5705,Pending,2,False,PR-744129,False,1000,False,False,True,Investigation complete,Employee's personal monitor taken from locker in break room. Item worth $750.
INC-010211,2025-06-29 16:14,2025-07-01 07:14,Laboratory,Manufacturing,VANDALISM,VANDALISM,Low,Closed,Employee_6728,Security_18,0,True,,False,500,False,False,False,Investigation complete,Bathroom vandalized on floor 1. Multiple fixtures damaged. Cleanup and repairs needed.
INC-010212,2025-04-23 16:14,2025-04-25 11:14,Manufacturing Floor,Security,THEFT,THEFT,Medium,Under Investigation,Employee_8888,Pending,4,False,,False,0,False,False,False,Investigation complete,Shoplifting incident at retail location. Suspect took tablet valued at $100. Suspect apprehended.
INC-010213,2025-01-13 16:14,2025-01-14 02:14,Server Room,Legal,THEFT,THEFT,High,Under Investigation,Employee_2914,Pending,5,True,,True,0,False,True,False,,Shoplifting incident at retail location. Suspect took laptop valued at $1000. Suspect apprehended.
INC-010214,2025-02-28 16:14,2025-03-02 00:14,Main Office,Security,MEDICAL_EMERGENCY,MEDICAL,High,Under Investigation,Employee_6572,Pending,2,True,PR-203024,True,0,True,False,False,Investigation complete,Worker injured by equipment in warehouse. Minor cuts treated by on-site medic.
INC-010215,2025-01-20 16:14,2025-01-22 10:14,Cafeteria,Sales,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Closed,Employee_4438,Security_11,1,False,,False,0,False,False,True,,Suspicious individual loitering near loading dock for 10 minutes. Security monitored.
