SubmissionDate,JASCCode,PartName,PartLocation,Discrepancy
4/11/2014 13:50:31,5210,SUPPORT,PAX DOOR,54527-8000-0043 PAX DOOR AFT STAIR SUPPORT PANEL CRACKED AT PREVIOUS REPAIR. REMOVED EXISTING DOUBLER & REPAIRED PAX DOOR AFT STAIR SUPPORT PANEL IAW REO 601R-52-11-702 REV C DATED 2010-03-09.
4/11/2014 14:00:54,5320,FLOOR SKIN,E&E BAY,54527-2000-0054 FWD EQUIPMENT COMPARTMENT FLOOR SKIN CRACKED AT FRAME FS 193 ON LT OTBD SIDE. REPAIRED IAW REO 601R-53-11-111 REV NC DATED 98 - MAR - 18.
4/11/2014 14:06:45,5320,MOUNT BRACKET,FUSELAGE,ACFT GND POWER PLUG MOUNT BRACKET CRACKED. R & R BRACKET PN 600-33283-33 IAW SRM 51-40-11 & REO 601R-53-11-009 REV A.
4/11/2014 14:10:07,5230,HOUSING,CARGO DOOR,CARGO DOOR OUTER HANDLE HOUSING CRACKED. R & R CARGO DOOR OUTER HANDLE HOUSING PN H3415-31 IAW SRM 51-40-11 & 51-42-21.
4/11/2014 14:12:30,5347,SEAT TRACK,FUSELAGE,LEFT SEAT TRACK AT FS 364 THROUGH 394 HAS CORROSION. REMOVED CORROSION & FOUND TO BE OUT OF LIMITS IAW SRM 51-21-06 & SRM 53-21-49. REMOVED DAMAGED SEAT TRACK & INSTALLED NEW SEAT TRACK IAW SRM 51-41-00 & REO 601R 53-00-485.
4/11/2014 14:16:18,5312,BULKHEAD,FUSELAGE,"FORWARD FACE OF FS 621 PRESS BULKHEAD HAS SCREW DAMAGE IN TWO PREVIOUSLY BLENDED & DENTED LOCATIONS, RT SIDE BETWEEN RBL 27 & RBL 45 APPROXIMATELY WL 75. REPAIRED TWO LOCATIONS ON FS 621 BULKHEAD IAW REO 601R-53-61-5252 DATED 2014-04-09."
4/11/2014 14:19:12,5330,SKIN,FUSELAGE,"FUSELAGE SKIN CRACKED AT FS 235, RT AFT RADIUS OF NLG CUT OUT. REPAIRED IAW REO 601R-53-11-048 REV C DATED 2008-10-01."
4/11/2014 14:21:21,5210,SUPPORT,PAX DOOR,PAX DOOR TOP STEP AFT SUPPORT IS CORRODED. REPAIRED TOP STEP AFT SUPPORT IAW EA 15-2014-077.
4/14/2014 6:52:42,7810,SKIN,RT JET PIPE,RIGHT JET PIPE FAIRING OUTER SKIN NEAR UPPER INBD MOUNT IS PUNCTURED. REPAIRED DAMAGE AREA NEAR UPPER INBD MOUNT ACCESS PANEL IAW CMM 78-11-00 REPAIR SRS 062.
5/4/2016 8:23:33,5311,FRAME,FUSELAGE,"FRAME 310.00 HAS CORROSION ON THE FWD & AFT SIDES, BETWEEN STRINGER 23R & 22R, IN THE FWD E & E BAY. REPLACED FRAME 310.00 IAW SRM 51-42-21, 51-42-06, 51-42-13, 51-21-11, 51-25-06 & 51-25-16."
5/4/2016 8:23:33,5320,ATTACH FITTING,FUSELAGE,FLOOR SUPPORT ATTACHMENT FITTING FS 349.00 AT RT SILL HAS CORROSION. REPLACED FLOOR SUPPORT ATTACHMENT FITTING AT FS 349.00 AT RT SILL IAW SRM 51-42-21.
5/4/2016 8:23:33,5311,FRAME,FUSELAGE,"FS FRAME 333.00, BETWEEN STRINGER 0 & 1L IS CRACKED. REPLACED FRAME 333.00 IAW SRM 51-40-11, 51-42-06, 51-42-21 & 53-21-15."
5/4/2016 8:24:16,5320,STRAP,FUSELAGE,SERVICE DOOR SILL T STRAP FS 349.00 HAS CORROSION.
4/5/2006 13:04:47,5346,WEB,AFT FUSELAGE,"ENGINE SUPPORT BEAM LOWER WEB CRACKED LT SIDE FROM ACCESS PANEL NUTPLATE, APPROX FS 628, LBL 39, WL 111.09. (K) MAINTENANCE REPAIRED LOWER WEB BY INCORPORATION AWAC E02/081/453 MODIFICATION OF THE ENGINE SUPPORT BEAM (BOMBARDIER SERVICE BULLETIN A601R-53-059 REV D). (M)"
4/5/2006 13:14:01,5730,SKIN,LT WING,"LT LWR WING PLANK HOLE NR 2, WS 12.245, HAS CORROSION AT IB SIDE 3.5 INCH L X .002 INCH-.003 INCH DEEP. (K) MAINTENANCE REPAIRED LEFT WING LOWER PLANK FUEL TANK ACCESS DOOR CUTOUT AT PANEL 510AB, WS 12.245, HOLE NR 2 BY REMOVING CORROSION ON INBOARD EDGE TO A MAX DEPTH OF .003 INCH IAW BOMBARDIER REO 601R-57-21-030 REV D. (M)"
4/5/2006 12:50:21,5730,SKIN,LT WING,"LT LWR WING PLANK, HOLE NR 11, WS 209.040, HAS CORROSION ON AFT OB SIDE 8.5 INCH L X .002 INCH, .003 INCH DEEP. (K) MAINTENANCE REPAIRED LEFT WING LOWER PLANK FUEL TANK ACCESS DOOR CUTOUT AT PANEL 550CB, WS 209.040, HOLE NR 11 OUTBOARD EDGE BY REMOVING CORROSION TO A MAX DEPTH OF .003 INCH IAW BOMBARDIER REO 601R-57-21-030 REV D. (M)"
4/3/2006 12:08:48,5330,SKIN,,DENT FWD AND LT OF NOSE JACK POINT .8 INCH X 14 INCH AND .2500 INCH DEEP. CORRECTIVE ACTION IN PROGRESS. (K) MAINTENANCE REPAIRED FUSELAGE SKIN AT FS 272 STRINGER.
4/5/2006 12:56:01,5730,SKIN,LT WING,"LT WING, LWR WING PLANK, HOLE NR 1, WS 54.897, HAS CORROSION AT IB SIDE 12 INCH L X .002 INCH-.003 INCH DEEP AND OB FWD SIDE 1 INCH L X .001 INCH - .002 INCH DEEP AND AT OB FWD SIDE 1 INCH L X .001 INCH- .002 INCH DEEP. (K) MAINTENANCE REPAIRED LEFT WING LOWER PLANK FUEL TANK ACCESS DOOR CUTOUT AT PANEL 540BB, WAS 54.897 HOLE NR 1 INBOARD AND OUTBOARD EDGES BY REMOVING CORROSION TO A MAX DEPTH OF .003 INCH IAW BOMBARDIER REO 601R-57-21-030 REV D. (M)"
4/5/2006 13:08:47,5730,SKIN,FUSELAGE,"LT LWR WING PLANK, HOLE NR 16, WS 303.861, HAS CORROSION AROUND ENTIRE CIRCUMFERENCE, .002 INCH- .003 INCH DEEP. (K) MAINTENANCE LEFT WING LOWER PLANK FUEL TANK ACCESS DOOR CUT OUT AT PANEL 550HB, WS 303.861, HOLE NR 16 BY REMOVING CORROSION TO A MAX DEPTH OF .003 INCH IAW BOMBARDIER REO 601R-57-21-030 REV D. (M)"
4/3/2006 13:32:32,5320,INTERCOSTAL,FUSELAGE,LT SIDE FS 621.0 TO FS 625.3 INTERCOSTAL AT STRINGER 14L IS CRACKED NEAR RADIUS APPROX 1.0 INCH LONG. (K) MAINTENANCE REMOVED AND REPLACED FS 621 TO 625.3 INTERCOSTAL AT STRINGER 14L IAW CRJ SRM 51-42-06. (M)
4/17/2008 12:35:12,5730,SKIN,RT WING,"RIGHT WING LE, 620AT, AT WS 140 EDGING IS CRACKED IN RADIUS. RIGHT WING INBOARD L/E (620AT) WS 140 SHROUD CRACK REMOVED IAW REO 601R-57-41-502. (M)"
4/17/2008 12:36:30,5347,CARGO TRACK,BS 567,ONE CARGO TRACK CORRODED IN CARGO BAY AT FS 567 LBL 9. CORROSION REMOVED IAW CRJ 200 SRM 51-21-06 OUT OF LIMITS IAW CRJ 200 SRM 53-61-49 THEREFORE SEAT RAIL AT FS 567 RBL 9. REPLACED IAW CRJ 200 SRM 51-40-11 AND 51-41-02. (M)
4/17/2008 12:37:37,5340,ATTACH FITTING,BS 484,"CLIPS CRACKED ON INTERCOSTALS AT FS 484, RBL 27 AND RBL 36. INBOARD CLIP REPLACED IAW SRM 51-42-21, OUTBOARD CLIP, REPLACED IAW REO 601R-53-41-059. (M)"
4/14/2014 12:15:59,5755,SEAL,LT SPOILER,LEFT FLIGHT SPOILER SPRING SEAL CRACKED. REMOVED UNSERVICEABLE SEAL & INSTALLED SERVICEABLE SEAL IAW SRM 51-42-06 & 51-42-21.
4/17/2008 12:53:50,2910,MANIFOLD,HYD SYSTEM,NR 2 HYDRAULIC MANIFOLD CRACKED ON AFT LOWER CORNER P/N 600-75221-130. NR 2 HYDRAULIC MANIFOLD SUPPORT BRACKET REPAIRED. (M)
4/17/2008 12:41:07,5320,CHANNEL,BS 574,"AT FS 574 WL 73 QTY ONE CHANNEL OF CARGO DOOR SURROUND STRUCTURE IS CRACKED. CHANNEL AT FS 574, WL 73, REMOVED IAW CRJ SRM 51-42-06 CHANNEL FABRICATED AND TREATED IAW CRJ SRM 51-24-16 AND 51-21-11, 51-25-06 CHANNEL INSTALLED IAW CRJ SRM 51-42-06. (M)"
4/17/2008 13:21:20,5210,STEP,PAX DOOR,"PAX DOOR AFT SIDE PANEL, QTY TWO CRACKS EXIST AT 4 AND 5 STEP. PAX DOOR AFT SIDE PANEL REPAIRED IAW 601R-52-11-702 REV A. (M)"
3/31/2022 12:09:31,5341,NONE,FS 516.00,"ANGLE STIFFENER AT FS 516.00, ON LH BL 45.00 IS CRACKED AS MARKED ****AIRCRAFT REMOVED FROM SERVICE*** REMOVED CRACKED STIFFENER AND INSTALLED NEW ANGLE STIFFENER AT FS 516.00 ON LH BL 45.00 IAW ED# AWAC-CRJ253-01817"
6/22/2016 7:52:17,5240,DOOR,CABIN,SERVICE DOOR WILL NOT OPEN FROM THE OUTSIDE.
4/17/2008 13:19:03,5210,STRUCTURE,PAX DOOR,CRACKS ON FORWARD AND AFT ON PAX DOOR UNDER STEP PLATE. REPAIRED IAW REO 601R-52-11-279. (M)
4/17/2008 12:39:40,5320,SILL,BS 559-621,"BTW FS 621 TO FS 559 PLUS 112, WL 73, FLOOR SILL IS CORRODED AT NUT PLATES LOCATION. CORROSION BETWEEN FS 559 PLUS 112 TO 621 WL 73 FLOOR SILL REMOVED IAW CRJ200 SRM 51-21-06 AND WITHIN LIMITS IAW SRM 53-61-23. (M)"
4/17/2008 12:52:03,5210,DRAG ANGLE,PAX DOOR,PAX DOOR AFT WEB DRAG ANGLE IS CRACKED. REPAIRED IAW REO 601R-52-11-513 REV A. (M)
4/17/2008 12:59:53,5315,FLOORBEAM,BS 280,CRACK FOUND ON FS 280 LBL 9 ON FLOOR STRUCTURE. REPAIRED IAW CRJ200 REO 601-53-11-171 REV D ON FS 280 LBL 9. (M)
4/17/2008 12:32:59,5210,HINGE,DOOR STEP,PAX DOOR FOLDING STEP UPPER HINGE FOUND CORRODED. PAX DOOR FOLDING STEP UPPER HINGE REPLACED WITH SERVICEABLE ITEM IAW CRJ 200 SRM 51-40-11 AND 51-41-04. (M)
4/17/2008 12:55:30,5210,STEP,PAX DOOR,TOP STAIR ASSY IS PUNCTURED IN THE TREAD AREA. TOP STAIR ASSY PUNCTURED AREA REPAIRED IAW REO 601R-52-11-1457. (M)
4/17/2008 12:56:59,5340,BRACKET,FUSELAGE,"CARGO POST NET BRACKET COMMON TO FORWARD FACE CRACKED, LOWER BRACKET. BRACKET REMOVED IAW SRM 51-42-06, BRACKET FABRICATED IAW SRM 51-24-21 AND FABRICATED BRACKET INSTALL IAW SRM 51-42-06. (M)"
9/19/2003 13:21:10,7200,ENGINE,NR 1,"UPON TAKEOFF NOTED NR 1 ENGINE ITT AT 900. DURING CLIMB NOTED ITT AT 858-874. AT FL280 HEARD THUMP AND NR 1 ENGINE SPOOLED DOWN. SECURED PER QRH AND COMPLIED WITH SINGLE ENGINE OPERATIONS. REMOVED AND REPLACED NR 1 ENGINE. SHOP REPORT REMARKS, REPLACED NR 3 BEARING AND FAN DRIVE SHAFT. TESTED ENGINE PER SEI - 756. (M)"
4/27/2012 6:44:20,5280,STRUCTURE,LT MLG DOOR,"LT MLG DOOR CHAFED ON LWR L/E. REMOVED UNSERVICEABLE FILLER AND INSTALLED SERVICEABLE FILLER IAW REO 601R-52-82-034, REV INC."
4/27/2012 6:46:51,5210,HANDLE,PAX DOOR,PAX DOOR EXTERNAL HANDLE CRACKED. R & R WITH NEW SERVICEABLE HANDLE PN 601R31763-1.
4/17/2008 13:22:33,5320,SILL,SERVICE DOORWAY,SERVICE DOOR SILL PLATE CORRODED. SERVICE DOOR SILL PLATE REPLACED IAW CRJ 200 SRM 51-41-04. (M)
4/17/2008 13:40:45,5420,RETAINER,PANEL SEAL,"RIGHT ENGINE, PYLON PANEL 422 DB SEAL RETAINER IS CRACKED. REPLACED IAW CRJ 200 SRM 51-42-06. (M)"
4/27/2012 7:26:23,5320,SILL,FS 310-349,SERVICE DOOR LOWER SILL IS CORRODED ON THE AFT & END WHERE SILL IS RIVETED TO THE FLOOR CROSSBEAM. REPAIRED DAMAGED AREA IAW REO 601R-53-21-2283.
4/27/2012 7:30:46,5320,FLOOR SUPPORT,FS 589,FLOOR SILL SUPPORT ANGLE AT LT FLOOR SILL FS 589 CRACKED. REMOVED UNSERVICEABLE SILL SUPPORT ANGLE AT LT FLOOR SILL FS 589 AND REPLACED WITH SERVICEABLE FLOOR SILL SUPPORT ANGLE IAW SRM 51-61-23 AND SRM 51-42-21.
4/27/2012 7:33:50,5280,STRUCTURE,RT MLG DOOR,"RT MLG DOOR CHAFED ON LOWER L/E. REMOVED, FABRICATED, AND INSTALLED NEW FILLER FORM 412 IAW REO 601R-52-82-034."
4/27/2012 7:37:00,5280,STRUCTURE,RT MLG DOOR,RT MLG DOOR CHAFED ON LOWER T/E. REPAIRED RT MLG DOOR CHAFED AREA AT T/E IAW REO 601R-52-82-334.
4/17/2008 12:58:27,5315,FLOORBEAM,BS 280,CRACKS FOUND ON FS 280 RBL 9 ON FLOOR STRUCTURE. REPAIRED IAW REO 601R-53-11-1366 REV A. (M)
4/9/2010 6:13:34,5320,FLOOR SUPPORT,BS 280,FLOOR SUPPORT CRACKED AT FS 280 APPROX LBL 9 BY MLG MANUAL RELEASE CABLE PULLEY BRACKET REO 601R-53-11-137 CARRIED OUT.
11/29/2004 10:10:07,5753,SKIN,RT IB FLAP,"RT IB FLAP BOTTOM SKIN IS DENTED APPROX .7500 INCH LONG X .6250 INCH WIDE AND .040 DEEP WITH GOUGES IN CENTER OF DENT. DENT IS 1.7500 INCH FORWARD OF AFT EDGE AND 8 INCH OB FROM IB ENGINE. PERFORMED A MAJOR REPAIR BY CUTTING OUT DAMAGED SKIN AND INSTALLING DOUBLER AND FILLER IAW REO 601R-57-52-058, REV A."
4/17/2008 13:24:05,5315,FLOORBEAM,BS 621,"FLOOR SUPPORT ANGLES AT FS 621, WL 73, LBL 40 AND RBL 40 ARE CRACKED. REPAIRED IAW REO 601R-53-61-117 REV C. (M)"
4/23/2008 13:14:27,5220,SHAFT,HATCH HANDLE,CREW ESCAPE HATCH OUTER HANDLE CORRODED ON SHAFT DURING C-CHECK. REPLACED HANDLE ASSEMBLY. (M)
5/28/2010 10:43:15,5751,SKIN,RT WING AILERON,"RT AILERON UPPER SKIN L/E CHAFED. REPAIRED CHAFE DAMAGE IAW REO 601R-57-60-013, REV NC AND REO 601R-57-60-072 REV. ORIGINAL."
4/27/2012 8:18:44,5320,SILL,PAX DOORWAY,"PAX DOOR CUT OUT LOWER SILL IS CORRODED IN SEVERAL PLACES ALONG THE ENTIRE LENGTH OF THE SILL. REMOVED CORRODED PAX DOOR LOWER SILL THEN FABRICATED NEW LOWER SILL AND INSTALLED IAW SRM 51-24-16, 51-40-02, 51-42-06."
4/27/2012 10:03:35,5320,SILL,FS 574,"CARGO DOOR SILL HAS CORROSION AROUND NUT PLATES ON TOP AND BOTTOM SIDES. REMOVED DAMAGED SECTION AND INSTALLED SERVICEABLE SECTION OF SILL IAW REO 601R-53-61-690, REV D IAW SRM 51-42-06, 51-40-11, 51-42-21."
4/27/2012 10:06:29,5320,BRACKET,FS 171,LEFT LOWER NOSE HYD COMPARTMENT AT NR 3 BRAKE ACCUMULATOR HAS A CRACKED FWD BRACKET. REMOVED UNSERVICEABLE BRACKET AND INSTALLED SERVICEABLE BRACKET IAW SRM.
4/23/2021 8:40:37,2170,LINE,WATER SEPARATOR,"CLIMBING THROUGH FL19.5 RECEIVED CABIN ALTITUDE CAUTION. INITIATED DESCENT AND RECEIVED CABIN ALT WARNING, LITTLE TO NO AIRFLOW FELT IN COCKPIT, C/W QRH IN ITS ENTIRETY. ***AIRCRAFT REMOVED FROM SERVICE*** RE-SECURED LINE TO WATER SEPERATOR REF AMM SUP 15-132A, LEAK CHECK GOOD WITH UNPRESSURIZED A/C USING APU."
8/7/2009 11:10:49,5610,WINDSHIELD,COCKPIT,"IN CRUISE AT 33000 FT, RECEIVED LT WINDSHIELD HEAT CAUTION MSG WINDSHIELD SHATTERED PRIOR TO COMPLETION OF QRH. REMOVED LT WINDSHIELD IAW AMM 56-11-01. REF LOG 191089/6 COMPLETED LT WINDSHIELD INSTALLATION IAW AMM CH 56-11, OPS AND LEAK CHECK GOOD. REF MX M/C NR 3 FOR INSTALLATION OF LT WIPER ARM. (K)"
7/18/2008 14:29:40,2620,EXTINGUISHER,CARGO BAY,CARGO BOTTLE LOWER MESSAGE IN FLIGHT. COMPLIED WITH QRH. R&R LT CARGO FIRE BOTTLE IAW AMM 26-25-01. CHECKS GOOD. NO AIR LEAKS FOUND AND NO SMOKE PRESENT IN CARGO BAY. OK FOR SERVICE.
2/21/2018 8:25:52,3260,PROXIMITY SENSOR,NLG,"DEPARTING TYS GEAR DISAGREE WARNING. NOSE DOOR OPEN. NOSE GEAR DOWN. DID NOT RETRACT. FOLLOWED QRH & MANUAL GEAR EXTENSION. GEAR HANDLE DOWN. GEAR EXTENDED. 3 GREEN. EMERGENCY EXTENSION HANDLE STOWED. LANDED AT 46,500 SMOOTHLY. BTMS READS 3-2-1-2. ADJUSTED NOSE LANDING GEAR PROX SENSOR CENTERING/EXTENDED IAW AMM 32-61-05-05, OPS CHECK GOOD. RETRACTION CHECK GOOD,"
9/21/2020 9:57:37,5330,SKIN,BS 660,"DENT AT FS 660.9 & S22R-2"", DENT MEASURED AT .5"" L X .5"" W X .005"" D WITH A W/D=100 ADDITIONAL DENT IDENTIFIED ON AERSALE W/O 002862 CARD NO 453-900-501-N0002 FOUND AT FS 657.80 & S22R+2"" THAT MEASURES .7""L X .7""W X .009""D WITH A W/D=77. BOTH DENTS ARE NOT WITHIN ALLOWABLE LIMITS FOR BEING IN ADJACENT BAYS, REF CRJ 200 SRM 53-00-31 FIG 103 SH 3 AND SH 4. AIRCRAFT REMOVED FROM SERVICE. CUT DAMAGE AREA OUT 7"" X 4.8"" HFEC PERFORMED, NO DEFECTS NOTED. FABRICATED 8""X 8.5"" DOUBLER, AND FILLER FROM 2024 T3 .063"" INSTALLED PERMANENT REPAIR BETWEEN FS 654.5 TO 672.2 & S22R, REF CRJ 200 SRM 53-00-31 REPAIR 3 REV 38."
8/5/2013 12:00:23,3320,BALLAST,CABIN LIGHTS,"ELECTRICAL ODOR FROM ROWS 1-4 IN CEILING. INSPECTED ROWS 1-5 ABOVE CEILING PANELS FOR EVIDENCE OF ODOR/ANY SIGN OF DISCOLORED AREAS ON WIRES AND INSULATION. FOUND ROWS 2-3 LIGHT BULBS BLOWN SUSPECT BAD BALLAST. R & R BALLAST AND BULBS IAW AMM 33-21-04 AND 33-21-01. OP CHECKED GOOD, NO FURTHER ODOR NOTED NO OTHER DISCREPANCIESNOTED IN AREA. ACFT OK FOR SERVICE."
9/22/2020 9:39:23,5710,SHROUD,RT LEADING EDGE,"TWO CRACKS FOUND ON RT LEADING EDGE PANEL 630KL AT AROUND W/S 314.50. THE FIRST CRACK WAS 8.44"" FROM THE INBOARD EDGE THAT MEASURED .7"" AND THE SECOND CRACK WAS 6.75"" FROM THE OUTBOARD EDGE THAT MEASURED 1.3"". AIRCRAFT REMOVED FROM SERVICE. REMOVED SHROUD (PANEL 630KL). FABRICATED NEW SHROUD FROM 2024 T3 .016"", REF CRJ 200 SRM 57-41-29 AND 51-40-11 REV 30. TREATED AND PRIMED, REF CRJ 200 SRM 51-21-11 & 51-21-06. INSTALLED SHROUD (PANEL 630KL) ON LEADING EDGE AT W/S 314.50, REF CRJ 200 SRM 51-42-10 REV 38."
12/7/2004 10:02:15,3210,BUSHING,MLG TRUNNION,LT MAIN LANDING GEAR AFT TRUNNION BUSHING MIGRATED 0.005 INCH. REMOVED LT AFT MLG TRUNNION BUSHING IAW AMM 20-26-00-910-803. INSTALLED A NEW OVERSIZE (2ND) BUSHING PN 601R5721003-23. IAW REO 601R57-21-003B. REAMED INSIDE DIA TO 2.4384 IAW DWG 601R85007RWC.
4/25/2016 10:09:37,5340,FITTING,FUSELAGE,FS 484.00 CLIP AT LBL 36 IS CRACKED. REPLACED FS 484.00 CLIP AT LBL 36 IAW REO 601R-53-41-059 REV B.
4/25/2016 10:09:37,5720,ANGLE,RT WING,"RIGHT WING INNER SHROUD CRACKED AT WS 143.189. R & R INNER SHROUD ANGLE IAW SRM 51-41-02, 51-42-10 & 51-42-06."
2/18/2020 11:16:38,3040,CONTROLLER,WINDSHIELD HEAT,"EN ROUTE TO SAV, THE FLIGHT EXPERIENCED A RH WINDSHEILD HEAT CAUTION MESSAGE. AFTER FOLLOWING THE QRH, THE MESSAGE PERSISTED. THE FLIGHT COULD NOT CONTINUE TO SAV DUE TO ICING CONDITIONS, DIVERTED TO DAY FOR REPAIR. AIRCRAFT REMOVED FROM SERVICE TROUBLESHOT AND REMOVED AND RPELACED RHJ WINDSHIELD TEMP CONTROLLER IA W AMM 30-41-01. OPS CHECK GOOD."
4/25/2016 10:09:37,5340,BRACKET,FUSELAGE,SYSTEM 2 HYD ACMP CASE DRAIN FILTER BRACKET IS CRACKED. REPLACED BRACKET FOR NR 2 HYD ACMP CASE DRAIN FILTER IAW SRM 51-42-06.
4/25/2016 10:09:38,5320,INTERCOSTAL,FUSELAGE,RIGHT OBLIQUE INTERCOSTAL FS 625.00 IS CRACKED. REPLACED RT OBLIQUE INTERCOSTAL IAW SRM 51-42-21.
4/25/2016 10:09:37,5210,SUPPORT ANGLE,PAX DOOR,PASSENGER DOOR AFT RISER SUPPORT ANGLE IS CRACKED. REPLACED DAMAGED SECTION OF PAX DOOR AFT RISER SUPPORT ANGLE IAW REO 601R-52-11-513 REV B.
4/25/2016 10:09:37,5347,SEAT TRACK,FUSELAGE,"LEFT SIDE WALL SEAT TRACK STICK NR 8 HAS CORROSION, BETWEEN FS 559+16 & 559+80 IN THE CABIN. REPLACED SEAT TRACK NR 8 ON LT SIDEWALL IAW SRM 51-41-02 & AMM 53-01-11."
4/25/2016 10:09:37,5340,ATTACH FITTING,COCKPIT,PILOTS WINDOW SIDE POST LOWER AFT ATTACH FITTING IS CRACKED. REPLACED PILOTS WINDOW LOWER AFT FITTING IAW SRM 51-42-21.
4/25/2016 10:09:37,5340,FITTING,FUSELAGE,"FS 484.00 CLIP AT LBL 27 IS CRACKED. REPLACED FS 484.00 CLIP AT LBL 27 IAW SRM 51-42-21, 51-40-11, 53-41-43 & REO 601R-53-41-059 REV B."
4/25/2016 10:09:37,5420,RETAINER,RT PYLON,RIGHT PYLON PANEL 422DB HAS A CRACKED SEAL RETAINER. REPLACED SEAL RETAINER IAW CMM 20-40-11 & 20-42-03.
4/26/2023 11:07:21,8000,UNKNOWN,UNKNOWN,"IN CRUISE FLIGHT, R ENG START STATUS MESSAGE AND NO STRTR CUTOUT CAUTION MESSAGE APPEARED INTERMITTENTLY FOR DURATION OF FLIGHT. RAN QRH AND DIVERTED. STATUS MESSAGE PERSISTS WITH ENGINES AND APU OFF. *******AIRCRAFT REMOVED FROM SERVICE********** IN WORK"
4/26/2023 11:07:21,8000,UNKNOWN,UNKNOWN,"IN CRUISE FLIGHT, R ENG START STATUS MESSAGE AND NO STRTR CUTOUT CAUTION MESSAGE APPEARED INTERMITTENTLY FOR DURATION OF FLIGHT. RAN QRH AND DIVERTED. STATUS MESSAGE PERSISTS WITH ENGINES AND APU OFF. ******AIRCRAFT REMOVED FROM SERVICE********* IN WORK"
3/31/2022 12:09:31,5320,STIFFENER,FS 516.00,"ANGLE STIFFENER AT FS 516, ON RH BL 45.00 IS CRACKED AS MARKED ****AIRCRAFT REMOVED FROM SERVICE **** REMOVED CRACKED ANGLE STIFFENER AND INSTALLED NEW ANGLE STIFFENER AT FS 516.00 ON RH BL 45.00 IAW ED# AWAC-CRJ 253-01818"
3/31/2022 12:09:31,5100,NONE,,"PREVIOUS BULKHEAD REPAIR, WAS NON-COMPLIANT WITH REO 601R-53-61-1240 NOTE 20 ****AIRCRAFT REMOVED FROM SERVICE **** REPAIRED AFT PRESSURE BULKHEAD IAW 601R-53-61-7793"
5/4/2012 7:15:23,5320,ANGLE,FS 484,"REPAIR ANGLE AT FS 484, LBL 27 CRACKED. REPLACED 484 LBL 27 ANGLE WITH SERVICEABLE IAW REO 601R-53-41-099."
4/16/2010 6:24:44,5312,BULKHEAD,BS 280,"DEEPLY GOUGED PN 2 PLACES APPROX 2` ABOVE FLOOR AT APPROX RBL 9 AFT SIDE COCKPIT ENTRY WAY. REPAIRED DAMAGED AREA AT 280 BULKHEAD APPROX 2` ABOVE FLOOR APPROX RBL 9 AFT SIDE COCKPIT ENTRY IAW REO 601R-53-11-1727, REV C."
9/23/2020 7:39:41,5330,SKIN,BS 679.8,"DENT AT FS 679.8 & S22R-1 THAT MEASURES .8"" L X .8"" W X .006"" D WITH A W/D=133 AND IS LESS THAN 1"" FROM S22R. DENT IS NOT WITHIN ALLOWABLE LIMITS, REF CRJ 200 SRM 53-00-31 FIG 103 SH 3 AND SH 4. AIRCRAFT REMOVED FROM SERVICE. CUT DAMAGE AREA OUT 1.5"" X 1.2"" W CUTOUT HFEC NO INDICATIONS NOTED AT THIS TIME. FABRICATED REPAIR DOUBLER 4.5"" L X 4.5"" W FROM 2024 T3 .063"". INSTALLED DOUBLER, REF CRJ 200 SRM 53-00-31 REPAIR 3 REV 38."
11/24/2014 9:18:01,3010,ANTI-ICE SYSTEM,RT WING,ON TAKEOFF ROLL RECEIVED RT WING ANTI-ICE CAUTION MSG. ABORTED TAKEOFF 80KTS. 14TH STAGE ISOLATION VLV WOULD NOT OPEN. STBY MODE IS OPERATIVE.
11/26/2014 14:04:26,3010,PRESSURE SWITCH,ANTI-ICE SYSTEM,"IN FLIGHT RECEIVED RT WING ANTI-ICE CAUTION MSG IN STBY MODE. 14TH ISO WAS INTERMITTENT, OPEN & CLOSED. PICKING UP ICE ON RT WING WHILE RT WING ANTI-ICE MSG WAS OUT, WING SHOULD BE HEATING & WING & COWL ADVISORY MSG'S WERE ON NORMAL MODE IS ON MEL. EMER DECLARED. R & R RT PRESS SWITCH IAW AMM 30-12-00. OPERATIONS CHECK OF NORM MODE IS GOOD. PLACARDED & PLACED ON MEL. SN OFF 3018 & SN ON 4785."
1/5/2007 13:04:32,2170,COALESCER BAG,,"DURING POST DE-ICING RUN UP, RECEIVED LAV SMOKE MESSAGE. COMP;IED WITH QRH AND MESSAGE CLEARED. PERFOMED LAV SMOKE DE4TECTOR TEST IAW AMM. OPPS CHECKED GOOD. REMOVED AND REPLACED COALESCER BAGS IAW AMM, OPS CHECK GOOD. NO MESSAGE OR SMOKE SMELL FOUND. (K)"
1/8/2007 7:34:17,3310,WIRE,MAP LIGHT,"ENROUTE, SPARKS OBSERVED COMING FROM F/O`S YOKE MAP LIGHT. CB2U6 POPPED. LOOSE CONNECTION ON F/O`S MAP LIGHT FOUND. RESECURED LOOSE CONNECTION. OPS CHECK GOOD IAW 33-13-13. (K)"
6/12/2003 15:35:45,3510,LINE,OXYGEN MASK,OXYGEN MASK SUPPLY LINE FAILED. COCKPIT 02 SUPPLY DEPLETED. INSTALLED NEW SUPPLY HOSE FROM OBSERVERS OXYGEN STORAGE BOX AND RECHARGED OXYGEN SYTEM TO 1520 PSI. NO FURTHER LEAKS NOTED. (M)
